Sentiment,Stock_Movement
0.0168452380952381,1
0.125,1
0.1144721019721019,1
0.125,1
-0.0277777777777777,0
0.1282738095238095,1
0.0986473680381243,1
0.0255347593582887,1
0.1306989063568011,1
0.15,1
0.126520202020202,1
0.25,1
0.0430862533692722,1
-0.0714285714285714,0
-0.125,0
-0.0545454545454545,0
0.1188548273431994,1
0.04375,1
0.0952380952380952,1
0.0213333333333333,1
0.0487603305785123,1
0.119380268853953,1
0.0499999999999999,1
0.0978942486085343,1
0.125,1
0.0377025898078529,1
0.1335377585377585,1
0.063003663003663,1
0.094535742035742,1
0.18,1
0.1666666666666666,1
0.0256880024737167,1
-0.025,0
-0.0277777777777777,0
0.225595238095238,1
0.0214285714285714,1
0.0637252331002331,1
0.0981818181818181,1
0.2339285714285714,1
0.1743469174503657,1
0.0516436688311688,1
0.0,0
0.218560606060606,1
0.3,1
0.171875,1
0.25,1
0.0336700336700336,1
0.0857142857142857,1
0.0,0
0.2271428571428571,1
0.0803030303030303,1
0.0785714285714285,1
0.5,1
0.0375,1
0.1125,1
0.125,1
0.1615384615384615,1
0.1166666666666666,1
0.2833333333333333,1
0.2271428571428571,1
0.1125,1
-0.0666666666666666,0
0.053125,1
0.1743469174503657,1
0.1769736842105263,1
0.32,1
0.0,0
-0.0986772486772486,0
0.1,1
0.2981481481481481,1
0.1999999999999999,1
0.2,1
0.125,1
0.1723809523809523,1
0.1428571428571428,1
0.0779411764705882,1
-0.0909090909090909,0
0.0,0
0.0461629279811097,1
-0.0722222222222222,0
0.2249999999999999,1
0.2034722222222222,1
0.2257575757575757,1
0.0126984126984127,1
0.0266666666666666,1
-0.0249999999999999,0
0.1,1
0.1093073593073592,1
0.475,1
0.2,1
0.0909090909090909,1
0.2037878787878787,1
0.1360930735930736,1
0.0,0
0.2472023809523809,1
0.2214285714285714,1
-0.0083333333333333,0
0.2173076923076923,1
0.35,1
0.1743469174503657,1
0.04,1
0.2315972222222222,1
0.1448979591836734,1
-0.0266666666666666,0
0.2799999999999999,1
0.0503787878787879,1
0.0666666666666666,1
0.0986760461760461,1
0.221875,1
0.0462760416666666,1
0.1559031877213695,1
0.2714285714285714,1
0.0988636363636363,1
-0.0070833333333333,0
0.0878787878787878,1
-0.0375,0
0.1083333333333333,1
0.85,1
0.0357142857142857,1
-0.0875,0
0.0790584415584415,1
-0.0166666666666666,0
0.1982142857142857,1
0.3,1
-0.0083333333333333,0
0.3888888888888889,1
-0.0058928571428571,0
0.05,1
-0.125,0
0.1409057971014493,1
0.0836309523809523,1
0.1885714285714285,1
0.24,1
0.07578125,1
0.1228571428571428,1
0.2388888888888888,1
0.1743469174503657,1
0.2084313725490196,1
0.0503474595579858,1
0.0420238095238095,1
-0.010204081632653,0
0.1857954545454545,1
0.0,0
0.0393939393939393,1
0.1378787878787879,1
0.0714285714285714,1
0.1095833333333333,1
0.2,1
0.21,1
0.1216666666666666,1
0.0107142857142857,1
0.2715909090909091,1
0.093013468013468,1
0.0,0
0.0870481886534518,1
0.028656462585034,1
0.3170068027210884,1
0.1020833333333333,1
0.0346031746031746,1
0.0,0
0.3166666666666666,1
-0.003125,0
0.0623376623376623,1
0.25,1
0.2830357142857143,1
0.0821428571428571,1
0.0124999999999999,1
0.2371428571428571,1
0.1743469174503657,1
0.2171428571428571,1
0.1699999999999999,1
0.0359307359307359,1
0.0358585858585858,1
0.0473809523809523,1
0.1179653679653679,1
0.1148563557654466,1
0.0386363636363636,1
0.2,1
0.0995959595959596,1
0.250064935064935,1
0.0972727272727272,1
0.2142857142857142,1
0.2728787878787879,1
0.0693439153439153,1
0.1571428571428571,1
0.2852272727272727,1
0.0483333333333333,1
0.2601190476190476,1
0.2,1
0.0707070707070707,1
0.122,1
0.1413194444444444,1
0.1339285714285714,1
0.1041519086973632,1
0.2530952380952381,1
0.1743469174503657,1
0.0614418377321603,1
0.09,1
0.0722222222222222,1
0.1370695592286501,1
0.1033333333333333,1
0.0917948717948718,1
0.0233333333333333,1
0.0005494505494505,1
0.2472727272727272,1
0.1772727272727272,1
0.4232323232323232,1
0.0238095238095238,1
0.1095238095238095,1
0.1666666666666666,1
0.1111111111111111,1
0.0216666666666666,1
-0.3055555555555555,0
0.2555555555555555,1
0.0359523809523809,1
0.0536225895316804,1
0.0297619047619047,1
0.1743469174503657,1
0.1546052631578947,1
-0.2166666666666666,0
0.3833333333333333,1
-0.0678571428571428,0
0.3472222222222222,1
-0.0875,0
-0.015,0
0.0687499999999999,1
0.2633333333333333,1
-0.25,0
0.0666666666666666,1
-0.0642857142857143,0
0.0571428571428571,1
0.09,1
0.2,1
0.2309523809523809,1
0.0452731092436974,1
0.094047619047619,1
0.027579365079365,1
0.1151785714285714,1
0.2291666666666666,1
0.04,1
0.1357575757575757,1
0.1313852813852813,1
0.046938775510204,1
-0.45,0
0.1423809523809523,1
0.1750701121794872,1
0.1028138528138528,1
0.1603896103896104,1
0.2221428571428571,1
0.0611111111111111,1
0.1743469174503657,1
0.0768939393939394,1
0.065625,1
0.1408771929824561,1
0.1999999999999999,1
0.1454545454545454,1
0.1017857142857142,1
-0.0058333333333333,0
-0.0199999999999999,0
-0.0178273809523809,0
-0.2166666666666666,0
0.034090909090909,1
0.1048051948051948,1
0.3583333333333333,1
0.175,1
0.1038931788931788,1
0.1642857142857142,1
0.1633333333333333,1
0.275,1
0.1078888888888888,1
0.0639455782312925,1
-0.075,0
0.15,1
0.22,1
0.1583333333333333,1
0.1998376623376623,1
0.1453007518796992,1
0.0740909090909091,1
0.15,1
0.2428571428571428,1
0.048051948051948,1
0.4214285714285714,1
0.239609557109557,1
0.0757596371882086,1
-0.0375,0
0.0,0
0.0124999999999999,1
0.2249999999999999,1
0.0681818181818181,1
0.1333333333333333,1
0.1627272727272727,1
0.1571428571428571,1
0.25,1
0.0932954545454545,1
0.0249999999999999,1
0.1834577922077921,1
0.1743469174503657,1
0.0357142857142857,1
0.1008333333333333,1
0.0441176470588235,1
-0.0200396825396825,0
0.0201190476190476,1
0.0967948717948718,1
-0.0249999999999999,0
0.2611111111111111,1
-0.0738095238095238,0
0.0333333333333333,1
0.2181818181818181,1
0.15,1
0.0449494949494949,1
0.2547619047619047,1
0.0436079545454545,1
-0.0833333333333333,0
0.1062499999999999,1
0.2276190476190476,1
0.1611111111111111,1
0.4356060606060605,1
0.2666666666666666,1
0.1248571428571428,1
0.0833333333333333,1
0.236025974025974,1
0.1357142857142857,1
0.1708333333333333,1
-0.0434090909090909,0
0.237012987012987,1
0.1139705882352941,1
0.0587554112554112,1
0.1749999999999999,1
-0.00625,0
-0.0238095238095238,0
0.0666666666666666,1
-0.0714285714285714,0
0.0666666666666666,1
0.1703703703703703,1
0.0,0
0.1743469174503657,1
0.0,0
0.151098901098901,1
-0.025,0
0.0499999999999999,1
0.2583333333333333,1
0.1283026695526695,1
0.0896329365079365,1
-0.0101818181818181,0
0.0,0
0.1444444444444444,1
-0.0347222222222221,0
0.0965277777777777,1
0.0537529453668694,1
0.048051948051948,1
-0.075,0
0.1922997835497835,1
0.0977272727272727,1
0.0928571428571428,1
0.0489285714285714,1
0.0214285714285714,1
0.1666666666666666,1
0.2425925925925926,1
-0.025,0
0.0666666666666666,1
0.1766666666666666,1
0.175,1
0.205,1
0.1428571428571428,1
0.12,1
0.1076923076923077,1
0.06,1
0.1743469174503657,1
0.2592592592592593,1
-0.0221611721611721,0
0.021875,1
0.1564502164502164,1
0.2958333333333333,1
0.17,1
0.1122448979591836,1
-0.0625,0
0.3329430754430754,1
-0.4166666666666666,0
-0.0666666666666666,0
0.1671428571428571,1
0.1001082251082251,1
0.021590909090909,1
0.2298611111111111,1
0.22734593837535,1
0.0699896192243131,1
0.0639682539682539,1
0.1629251700680272,1
0.3333333333333333,1
0.0499999999999999,1
0.0782738095238095,1
0.05,1
0.3607142857142857,1
0.0407246376811594,1
0.5,1
0.15,1
0.2003928571428571,1
0.1285714285714285,1
0.0560817805383022,1
0.2513246753246753,1
0.00625,1
0.0336363636363636,1
0.2227272727272727,1
0.1743469174503657,1
0.2333333333333333,1
-0.025,0
0.0791666666666666,1
0.075,1
-0.0380952380952381,0
0.0712998405103668,1
-0.2329545454545454,0
-0.0119047619047619,0
0.25,1
-0.0061969696969696,0
0.0939560439560439,1
0.0904100529100529,1
0.1305555555555555,1
0.1848484848484848,1
0.1640625,1
0.2186716791979949,1
0.0235061553030303,1
0.2208333333333333,1
0.1333333333333333,1
0.1395604395604395,1
0.1361607142857143,1
0.0,0
0.1,1
0.1743469174503657,1
0.2249999999999999,1
0.0,0
0.0,0
0.0,0
-0.0334656084656084,0
0.0,0
0.0,0
0.0,0
0.1171836007130125,1
0.0249999999999999,1
0.1010660781166399,1
0.0,0
0.0,0
-0.040625,0
-0.0197478991596638,0
0.0,0
0.0377331002331002,1
0.1822544642857143,1
0.0690719696969697,1
0.2249999999999999,1
-0.05,0
0.0,0
0.0,0
0.0,0
-0.1099999999999999,0
0.125,1
0.0,0
0.03125,1
0.0,0
0.1580952380952381,1
-0.25,0
0.6000000000000001,1
0.0861111111111111,1
-0.1,0
0.1666666666666666,1
0.1305555555555555,1
0.0,0
0.1149999999999999,1
0.0,0
0.096875,1
0.0,0
0.1319444444444444,1
-0.0666666666666666,0
0.0,0
-0.008,0
0.0,0
0.0,0
0.0,0
0.2249999999999999,1
0.0,0
0.0526706349206349,1
0.0,0
-0.0029761904761904,0
0.030633423180593,1
0.1583310786435786,1
-0.0388888888888888,0
0.2,1
0.4444444444444444,1
0.1718253968253968,1
0.0,0
0.255,1
0.4071428571428571,1
0.5,1
-0.2133333333333333,0
-0.0139194139194139,0
0.0,0
0.0,0
0.35,1
0.0,0
0.0901904761904762,1
0.2249999999999999,1
0.0769962042788129,1
-0.15,0
0.0,0
0.0,0
0.1666666666666666,1
0.0,0
0.0145975056689342,1
0.0,0
0.0,0
-0.1499999999999999,0
0.068647342995169,1
0.32,1
0.2990909090909091,1
0.0083333333333333,1
-0.15,0
-0.0952380952380952,0
0.0,0
0.5,1
0.0,0
0.0763888888888889,1
-0.0825,0
0.0196148989898989,1
-0.125,0
-0.0119696969696969,0
0.0,0
0.0677762092979484,1
0.0,0
0.0,0
0.1928571428571428,1
0.0,0
-0.0095219435736677,0
0.2066666666666666,1
0.0,0
0.0,0
0.0229166666666666,1
0.2,1
0.0,0
0.0,0
0.0309659090909091,1
0.0,0
0.2,1
0.2249999999999999,1
0.0,0
0.0,0
0.0,0
0.5,1
-0.1708333333333333,0
0.0,0
0.0,0
0.0,0
0.0,0
0.12,1
0.0,0
0.2622727272727273,1
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.7,1
0.0,0
0.0,0
0.3833333333333333,1
0.1008060904612628,1
0.0,0
0.0,0
-0.5,0
0.2249999999999999,1
0.1457894736842105,1
-0.0956043956043955,0
0.0,0
0.0,0
0.1016233766233766,1
0.1333333333333333,1
-0.0080615942028985,0
0.0,0
0.0,0
0.2,1
-0.075,0
0.0436847527472527,1
-0.28125,0
0.0,0
0.0,0
0.0,0
0.1833333333333333,1
0.2249999999999999,1
0.0,0
-0.1159090909090909,0
0.0986111111111111,1
0.0551544011544011,1
0.07,1
0.1467124368686868,1
-0.5,0
-0.0166666666666666,0
0.0,0
0.0486111111111111,1
0.1666464646464646,1
0.0,0
0.1711199294532628,1
-0.5,0
0.2857142857142857,1
0.0,0
0.0148571428571428,1
0.3499999999999999,1
0.0759920634920634,1
-0.15,0
0.0249999999999999,1
0.2249999999999999,1
0.1701623376623376,1
0.0,0
-0.1999999999999999,0
0.2,1
0.2333333333333333,1
-0.045,0
0.0,0
-0.0046874999999999,0
0.35,1
0.0,0
0.0,0
0.0,0
0.1811363636363636,1
-0.0071428571428571,0
0.4,1
0.115827922077922,1
0.2249999999999999,1
0.0,0
-0.25,0
0.0729761904761905,1
-0.6,0
0.3,1
0.2589285714285714,1
-0.0333333333333333,0
0.2249999999999999,1
0.2333333333333333,1
0.4333333333333333,1
-0.15,0
0.0,0
0.0,0
-0.0687499999999999,0
0.1,1
-0.0535714285714285,0
0.0,0
0.0787660256410256,1
0.0904761904761904,1
0.0,0
-0.0612847222222222,0
0.0054487179487179,1
0.1695684523809523,1
-0.3,0
0.0,0
0.1791666666666666,1
0.0,0
0.0,0
0.2249999999999999,1
-0.1666666666666666,0
0.0,0
0.0164562289562289,1
0.0,0
0.3833333333333333,1
0.034375,1
0.0,0
0.0540338449429358,1
0.0,0
-0.0166666666666666,0
0.1166666666666666,1
0.0,0
0.1971428571428571,1
0.0,0
0.05,1
-0.0075757575757575,0
0.3,1
0.0,0
0.0,0
0.15,1
0.0,0
0.0,0
0.0,0
-0.05,0
0.057584940312213,1
-0.0625,0
0.0,0
0.0,0
0.2249999999999999,1
-0.1107142857142857,0
0.0,0
0.0,0
0.6,1
0.2599999999999999,1
-0.05,0
0.1434303350970018,1
-0.15,0
0.0,0
0.1805555555555555,1
0.1139853896103896,1
0.05435360094451,1
-0.0249999999999999,0
0.3166666666666666,1
0.075,1
0.0,0
0.0,0
-0.0203823953823953,0
0.025,1
0.0,0
0.0,0
0.4,1
0.1134920634920634,1
0.0,0
0.0,0
0.0,0
0.0,0
0.6,1
0.24375,1
0.0,0
-0.8,0
0.0,0
0.0,0
0.26,1
-0.1114335317460317,0
0.0,0
-0.15,0
0.2249999999999999,1
0.0,0
0.0,0
0.0512445887445887,1
0.0337833333333333,1
0.0,0
0.35,1
0.0,0
0.1449999999999999,1
0.25,1
0.0,0
0.1,1
0.0,0
0.0,0
0.8,1
0.175,1
0.0,0
-0.0971428571428571,0
0.0998606889564336,1
0.0238095238095238,1
0.0276535443722943,1
0.35,1
0.0,0
0.1999999999999999,1
0.2249999999999999,1
0.114345238095238,1
0.0,0
0.5,1
0.0,0
0.0935862054612054,1
0.0717020652958152,1
0.0903516366674261,1
-0.0194444444444444,0
0.0,0
0.0,0
0.1874999999999999,1
0.0,0
0.0,0
-0.244047619047619,0
0.425,1
0.0,0
0.1459459459459459,1
0.0,0
0.112405303030303,1
0.0,0
0.0930686542293685,1
0.0,0
0.1334650856389986,1
0.0,0
0.0,0
0.0,0
-0.0625850340136054,0
0.1334224766461608,1
-0.0324074074074074,0
0.1174019607843137,1
0.0177236652236652,1
0.075,1
0.3678571428571429,1
0.1334650856389986,1
0.0,0
0.1777777777777777,1
0.1334650856389986,1
0.1826923076923076,1
0.1520779220779221,1
0.4333333333333333,1
0.1334650856389986,1
-0.3125,0
0.0124999999999999,1
0.1334650856389986,1
0.128125,1
0.0,0
0.0,0
0.1335768398268398,1
0.1153508771929824,1
0.1416666666666667,1
0.2666666666666666,1
0.0434920634920634,1
0.1334650856389986,1
0.0,0
0.2,1
0.1751700680272108,1
0.0614130434782608,1
0.0524242424242424,1
0.1872519841269841,1
-0.0375,0
-0.0892482517482517,0
0.0181111111111111,1
0.1334650856389986,1
0.0747222222222222,1
0.1306878306878307,1
0.0977502756143532,1
0.0,0
0.1053571428571428,1
0.0917708333333333,1
0.0238095238095238,1
0.0432900432900432,1
0.2052525252525252,1
0.1334650856389986,1
0.0,0
0.2708333333333333,1
0.1231770833333333,1
0.069047619047619,1
0.0,0
0.0,0
0.0342857142857142,1
0.1218181818181818,1
0.0795238095238095,1
0.1334650856389986,1
0.0,0
0.1901960784313725,1
0.1203571428571428,1
0.4568181818181818,1
0.1095518207282913,1
0.1334650856389986,1
0.2333333333333333,1
-0.0508158508158508,0
0.0,0
0.0,0
0.3,1
0.2958333333333333,1
0.0,0
0.0,0
0.1495920745920745,1
0.1334650856389986,1
0.1287698412698412,1
0.0656249999999999,1
0.0,0
-0.1444444444444444,0
0.3787878787878787,1
-0.1041666666666666,0
0.0,0
0.0,0
0.1334650856389986,1
0.0606884057971014,1
0.0,0
0.7,1
0.1374999999999999,1
0.0478285714285714,1
-0.0124999999999999,0
0.0,0
-0.3208333333333333,0
0.1334650856389986,1
0.058008658008658,1
0.0100056689342403,1
0.1905785123966942,1
0.1260416666666666,1
0.1,1
0.1334650856389986,1
-0.0238095238095238,0
0.169047619047619,1
0.04375,1
0.0413220551378445,1
0.1033333333333333,1
0.4375,1
0.1037878787878787,1
0.1334650856389986,1
0.0966369047619047,1
0.1430213903743315,1
0.0,0
-0.075,0
0.0013007054673721,1
0.0,0
0.1334650856389986,1
0.0,0
-0.0335227272727272,0
0.10625,1
0.1334650856389986,1
0.0,0
0.0,0
0.1334650856389986,1
0.1648351158645276,1
0.0142857142857143,1
0.2222222222222222,1
0.0717899659863945,1
0.0,0
0.0,0
0.1334650856389986,1
0.4714285714285715,1
0.0,0
0.101242334054834,1
0.2589285714285714,1
-0.1459595959595959,0
0.0953968253968253,1
0.2052083333333333,1
0.43125,1
0.1334650856389986,1
0.1192807192807192,1
0.1157138528138528,1
0.0,0
0.0,0
-0.1166017316017316,0
0.1029166666666666,1
0.1533333333333333,1
0.0666666666666666,1
0.1666666666666666,1
0.2464285714285714,1
0.0,0
0.3,1
0.0670454545454545,1
0.0630952380952381,1
0.088778409090909,1
0.0,0
0.175,1
0.1334650856389986,1
0.0912110016420361,1
0.0208333333333333,1
0.0,0
0.2099999999999999,1
0.0,0
0.0885714285714285,1
0.0621212121212121,1
0.1334650856389986,1
0.0,0
0.0616228070175438,1
0.2420454545454545,1
0.0347222222222222,1
0.2866666666666667,1
0.0,0
0.0,0
0.1026315789473684,1
0.1334650856389986,1
-0.0106060606060606,0
0.4527777777777778,1
0.1334650856389986,1
0.1433333333333333,1
0.1900793650793651,1
0.1357142857142857,1
0.0549999999999999,1
0.0835848063973063,1
0.2,1
0.0,0
0.0611111111111111,1
0.1937037037037036,1
0.0,0
0.0,0
0.0333333333333333,1
0.1334650856389986,1
0.0949561403508771,1
0.1840277777777777,1
0.0895833333333333,1
0.1292708333333333,1
-0.0428571428571428,0
0.0,0
0.1334650856389986,1
0.0478811553030303,1
0.4166666666666667,1
0.0,0
0.0,0
0.0916666666666666,1
0.1334650856389986,1
0.0829545454545454,1
0.1093795093795093,1
-0.0961038961038961,0
0.0,0
-0.0999999999999999,0
0.1148333333333333,1
0.0,0
-0.033323654665118,0
0.0,0
0.5,1
0.1334650856389986,1
0.1766233766233766,1
0.1186111111111111,1
0.0,0
0.0122053872053872,1
0.0,0
0.0,0
0.0976777346364975,1
0.1159567901234567,1
0.0752768065268064,1
0.0590909090909091,1
0.1078427128427128,1
0.1334650856389986,1
0.0,0
0.0,0
0.1731515151515151,1
-0.0999999999999999,0
0.0700396825396825,1
0.36,1
0.1894300144300144,1
-0.1478438228438228,0
0.1257445453097626,1
0.2234567901234568,1
0.0,0
0.1334650856389986,1
0.1,1
0.1925925925925926,1
0.138669425812283,1
-0.0163636363636363,0
0.1875,1
0.1334650856389986,1
0.0,0
0.0989583333333333,1
0.4333333333333333,1
-0.0979166666666666,0
0.0,0
0.1334650856389986,1
-0.0375,0
0.0933836722488038,1
0.0693903318903318,1
0.0,0
0.1310185185185185,1
0.0,0
0.0,0
0.1334650856389986,1
-0.0666666666666666,0
0.0,0
0.0237012987012987,1
-0.025,0
0.0,0
0.0559523809523809,1
0.0407986111111111,1
0.0,0
0.0386363636363636,1
0.1216666666666666,1
0.0,0
0.0357142857142857,1
0.1293040293040293,1
0.1334650856389986,1
0.0,0
0.0,0
0.1032467532467532,1
0.0557432432432432,1
-0.25,0
-0.0456382001836547,0
0.1772727272727272,1
0.11,1
0.0,0
-0.2,0
0.0,0
0.0,0
0.0936813186813187,1
-0.0157488344988345,0
0.0227437912964228,1
0.1334650856389986,1
0.0,0
-0.126875,0
0.0,0
0.0,0
0.0772849462365591,1
0.0,0
0.1875,1
0.1999999999999999,1
0.0,0
0.4,1
0.0864567099567099,1
